56,2,1,0,0,0,3,0,0,3,1,0,0,3,2,3,2,2,0,1,3,3,3,3,1,3,2,1,1,2,3,2,0,3,3,0,3,0,2,0,1,0,1,3,3,3,3,2,3,3,0,1,2,1,2,3,3,3
33,3,3,0,2,0,2,0,2,1,0,3,2,3,1,0,2,1,1,3,1,2,0,1,0,0,1,3,3,2,1,0,3,0,0,0,3,2,1,3,3,3,1,3,3,2,3,0,2,0,1,2,3,2,1,1,1,3
100,3,2,2,2,2,0,1,2,3,1,2,3,3,0,1,3,2,0,3,1,1,2,1,0,1,2,3,3,3,0,3,2,0,3,0,3,2,1,3,0,3,1,2,3,0,1,3,1,3,3,3,0,2,1,2,0,2
92,1,1,2,3,3,3,0,3,3,3,3,3,3,1,3,0,1,1,1,0,3,0,3,1,1,3,3,2,0,0,2,1,2,2,3,2,3,3,0,3,0,0,3,2,1,1,2,1,2,1,1,1,3,1,2,0,3
103,3,1,1,0,2,3,0,3,0,0,3,3,3,2,3,3,2,2,1,0,3,0,0,3,3,0,0,2,3,0,1,2,0,1,2,0,2,3,0,0,0,0,3,3,0,1,0,3,0,1,1,3,2,1,1,1,2
64,3,0,0,0,0,0,0,1,3,0,0,1,0,2,3,3,2,3,1,0,2,1,1,3,2,3,1,1,1,2,1,3,3,0,3,0,0,2,0,3,1,0,3,0,1,2,1,1,2,3,3,0,3,0,1,2,3
42,3,2,1,3,2,0,0,0,2,2,0,2,2,0,0,1,3,0,3,0,3,2,1,2,1,3,1,0,3,0,1,2,0,3,0,3,2,0,0,1,2,3,3,2,0,2,0,1,3,2,1,1,2,1,3,2,0
37,0,0,2,3,2,1,3,3,0,2,1,3,3,1,0,0,2,2,3,1,0,1,2,2,0,3,0,1,2,0,1,1,2,0,0,2,1,2,0,2,1,1,3,1,2,3,1,1,3,1,0,0,3,2,2,1,1
102,3,1,3,1,0,0,1,2,3,0,0,1,0,1,3,3,3,0,1,0,2,1,2,2,1,2,1,2,3,1,0,3,3,3,2,0,3,0,3,2,0,3,2,1,2,1,1,1,1,2,1,3,3,1,1,1,2
34,2,0,2,0,2,1,0,3,2,3,1,0,2,1,1,3,1,2,0,1,0,0,1,3,3,2,1,0,3,0,0,0,3,2,1,3,3,3,1,3,3,2,3,0,2,0,1,2,3,2,1,1,1,3,0,1,2
101,0,3,2,1,0,0,3,3,3,3,3,3,0,2,3,3,2,1,0,3,2,0,0,1,3,1,2,1,0,3,2,3,1,3,1,1,0,3,0,2,0,0,3,2,1,2,1,2,1,3,0,1,3,3,2,0,3
41,1,0,0,3,2,2,1,1,3,1,3,0,0,0,1,2,2,2,3,1,3,3,2,0,2,2,2,2,3,3,3,3,3,3,2,1,3,2,0,0,0,2,2,0,2,2,0,0,1,3,0,3,0,3,2,1,2
60,1,0,2,0,0,0,1,2,3,3,3,3,0,3,3,1,2,0,0,1,0,3,1,2,0,3,1,3,1,2,3,1,3,3,2,3,2,3,3,0,2,0,0,3,3,1,3,0,0,1,0,3,0,1,2,2,3
21,2,2,3,2,3,3,3,3,2,1,2,1,0,0,3,2,3,3,0,0,3,1,2,1,3,3,3,2,3,0,1,0,1,1,3,1,0,2,2,1,0,3,2,3,0,0,0,1,2,3,1,3,3,1,2,3,0
33,3,3,0,2,0,2,0,2,1,0,3,2,3,1,0,2,1,1,3,1,2,0,1,0,0,1,3,3,2,1,0,3,0,0,0,3,2,1,3,3,3,1,3,3,2,3,0,2,0,1,2,3,2,1,1,1,3
97,0,0,0,1,0,0,3,3,3,1,0,2,0,0,3,0,2,0,1,0,0,0,0,0,1,3,1,3,2,0,2,3,2,3,0,0,3,0,0,3,2,3,0,2,1,1,3,1,2,3,2,3,1,3,3,2,1
58,2,1,1,3,3,1,3,1,1,0,0,0,0,1,2,3,2,3,3,3,3,3,3,2,3,3,2,3,3,0,0,3,3,1,2,2,3,2,3,0,2,0,1,3,3,2,3,0,0,0,1,1,3,0,0,0,3
26,0,2,2,0,2,2,0,0,1,3,0,1,2,1,0,0,2,2,3,3,2,2,0,0,1,0,3,1,2,2,0,2,0,2,0,3,2,1,1,0,2,1,1,0,2,1,2,1,0,1,1,3,2,1,0,1,2
13,0,2,0,1,2,3,1,3,1,3,2,1,0,3,2,2,0,2,3,0,3,2,0,2,0,3,2,2,0,1,3,0,1,2,2,3,2,2,2,3,0,1,0,0,3,0,3,2,1,3,2,2,0,3,2,2,0
63,1,0,1,3,0,0,3,3,3,0,3,3,1,1,0,3,2,3,1,0,1,0,1,3,3,3,3,1,2,1,0,3,1,3,3,3,2,3,3,0,3,2,1,3,0,3,2,2,3,3,0,3,3,3,1,0,3
70,3,1,2,0,3,0,0,3,3,0,0,1,3,0,3,3,2,0,1,2,0,0,0,0,2,1,3,2,0,0,0,0,1,1,0,1,3,0,2,0,0,3,2,1,2,1,1,3,1,1,2,3,2,2,3,0,2
52,3,1,3,1,0,0,1,0,0,2,0,3,3,0,0,1,1,2,0,1,0,2,0,3,3,1,0,0,3,1,3,1,2,3,2,2,0,3,2,2,0,1,2,3,3,1,0,0,1,0,3,3,2,0,2,2,0
54,3,2,1,3,0,3,1,1,3,2,0,1,0,2,3,3,2,3,1,0,1,2,1,3,2,0,3,3,2,2,3,2,3,1,2,3,3,0,1,0,0,3,1,3,0,0,1,2,1,0,3,1,2,1,1,0,0
89,0,0,2,1,0,0,0,2,0,0,0,3,2,1,3,3,2,0,1,3,1,3,2,3,0,2,1,2,2,2,0,0,2,2,1,2,3,0,3,3,0,3,2,1,0,1,0,1,1,2,1,1,2,1,2,1,1
41,1,0,0,3,2,2,1,1,3,1,3,0,0,0,1,2,2,2,3,1,3,3,2,0,2,2,2,2,3,3,3,3,3,3,2,1,3,2,0,0,0,2,2,0,2,2,0,0,1,3,0,3,0,3,2,1,2
25,0,0,1,3,1,0,0,2,2,1,3,2,0,3,0,1,2,2,1,2,0,2,0,1,3,3,2,1,2,0,2,1,1,3,3,2,3,1,1,3,3,2,1,2,2,3,0,1,0,1,0,2,1,0,2,1,2
76,0,0,0,0,0,1,2,3,1,0,3,1,2,1,3,3,2,1,0,3,3,0,2,0,0,0,2,2,3,3,3,1,3,2,2,1,1,2,0,1,1,3,3,0,3,0,0,1,1,0,3,3,0,0,3,3,0
35,1,0,3,2,3,1,0,2,1,1,3,1,2,0,1,0,0,1,3,3,2,1,0,3,0,0,0,3,2,1,3,3,3,1,3,3,2,3,0,2,0,1,2,3,2,1,1,1,3,0,1,2,1,2,1,3,3
104,0,1,0,2,3,3,0,3,1,1,0,1,3,0,3,3,1,1,3,2,3,2,2,0,3,0,0,1,1,0,3,2,3,2,3,0,3,3,0,2,0,2,3,3,0,2,0,0,0,0,1,0,1,2,0,2,2
53,0,0,1,2,1,0,3,0,1,2,2,3,0,3,3,3,3,0,1,1,3,3,1,1,1,0,2,3,1,0,0,2,0,0,0,0,1,3,3,0,3,1,3,3,0,3,3,1,1,1,0,1,3,3,3,3,1
63,1,0,1,3,0,0,3,3,3,0,3,3,1,1,0,3,2,3,1,0,1,0,1,3,3,3,3,1,2,1,0,3,1,3,3,3,2,3,3,0,3,2,1,3,0,3,2,2,3,3,0,3,3,3,1,0,3
24,1,0,3,2,0,0,1,3,1,0,0,2,2,1,3,2,0,3,0,1,2,2,1,2,0,2,0,1,3,3,2,1,2,0,2,1,1,3,3,2,3,1,1,3,3,2,1,2,2,3,0,1,0,1,0,2,1
11,3,0,2,0,2,2,2,3,2,3,0,1,3,1,1,0,0,2,0,0,2,0,2,2,0,0,2,0,3,2,0,2,2,1,3,0,2,0,1,2,3,1,3,1,3,2,1,0,3,2,2,0,2,3,0,3,2
18,3,3,0,1,2,3,3,2,2,1,2,0,1,1,2,1,3,0,2,2,0,1,3,3,3,1,3,3,2,3,3,2,0,3,3,3,3,1,1,0,3,2,1,2,2,3,2,3,3,3,3,2,1,2,1,0,0
66,1,0,0,2,2,3,0,2,0,0,3,2,1,3,3,3,2,1,1,3,3,2,3,1,2,2,1,1,3,2,0,3,3,0,0,3,2,2,1,0,1,2,0,3,0,2,3,1,2,1,0,3,1,2,2,0,3
34,2,0,2,0,2,1,0,3,2,3,1,0,2,1,1,3,1,2,0,1,0,0,1,3,3,2,1,0,3,0,0,0,3,2,1,3,3,3,1,3,3,2,3,0,2,0,1,2,3,2,1,1,1,3,0,1,2
65,0,3,0,3,0,0,0,0,0,0,2,3,3,1,3,3,2,1,3,3,3,1,3,0,0,1,2,3,2,0,0,0,2,3,2,2,3,3,3,0,2,2,3,3,0,0,0,0,2,0,1,0,3,1,0,2,3
90,0,3,2,1,0,3,3,3,3,3,1,1,2,1,3,3,2,3,1,3,3,1,1,3,2,0,2,1,1,2,0,1,3,1,1,1,3,0,3,0,0,3,2,1,2,1,1,3,1,1,0,3,1,2,0,1,0
68,2,0,1,0,1,1,0,3,1,2,0,0,3,2,2,1,2,1,0,0,0,0,1,1,3,3,3,1,2,1,2,2,3,0,3,2,2,1,0,3,2,0,3,0,2,1,2,1,1,1,2,2,0,0,2,0,2
93,0,3,3,0,1,0,0,0,0,0,2,3,2,1,3,3,3,1,3,2,0,0,1,3,2,0,0,1,0,0,0,0,0,0,2,0,2,3,0,0,0,2,3,3,0,2,3,1,2,1,2,3,0,2,2,2,3
9,3,3,1,2,3,1,3,1,1,2,1,2,0,1,3,0,1,2,0,3,2,0,2,0,3,2,1,1,3,2,0,2,3,2,1,3,3,1,1,2,3,3,0,1,3,2,2,0,3,3,2,3,1,0,1,1,0
101,0,3,2,1,0,0,3,3,3,3,3,3,0,2,3,3,2,1,0,3,2,0,0,1,3,1,2,1,0,3,2,3,1,3,1,1,0,3,0,2,0,0,3,2,1,2,1,2,1,3,0,1,3,3,2,0,3
71,3,2,3,2,1,0,2,3,3,3,0,3,2,2,3,3,1,1,0,0,0,0,3,1,2,1,1,3,3,3,3,2,1,3,2,3,0,3,0,3,0,1,3,1,0,1,0,2,1,0,3,0,0,1,3,2,3
0,3,1,3,1,2,3,2,2,0,3,2,2,0,1,2,3,3,1,0,0,1,0,3,3,2,0,2,2,0,0,2,2,1,0,3,0,0,1,2,1,3,0,1,3,0,1,1,3,2,0,3,2,3,3,3,0,1
60,1,0,2,0,0,0,1,2,3,3,3,3,0,3,3,1,2,0,0,1,0,3,1,2,0,3,1,3,1,2,3,1,3,3,2,3,2,3,3,0,2,0,0,3,3,1,3,0,0,1,0,3,0,1,2,2,3
40,1,1,3,1,0,0,3,2,2,1,1,3,1,3,0,0,0,1,2,2,2,3,1,3,3,2,0,2,2,2,2,3,3,3,3,3,3,2,1,3,2,0,0,0,2,2,0,2,2,0,0,1,3,0,3,0,3
6,0,0,1,2,0,2,3,1,0,0,3,1,0,2,0,1,1,2,1,3,3,3,2,0,1,3,1,3,2,2,3,0,3,3,0,1,3,2,3,2,0,0,1,0,3,3,0,3,3,1,2,3,1,3,1,1,2
80,3,2,3,0,0,0,1,3,0,0,3,2,1,1,3,3,3,0,1,2,3,2,2,2,1,2,2,3,2,0,3,3,3,3,2,3,1,3,0,1,0,0,3,1,3,3,0,1,1,1,1,1,0,1,2,3,0
66,1,0,0,2,2,3,0,2,0,0,3,2,1,3,3,3,2,1,1,3,3,2,3,1,2,2,1,1,3,2,0,3,3,0,0,3,2,2,1,0,1,2,0,3,0,2,3,1,2,1,0,3,1,2,2,0,3
97,0,0,0,1,0,0,3,3,3,1,0,2,0,0,3,0,2,0,1,0,0,0,0,0,1,3,1,3,2,0,2,3,2,3,0,0,3,0,0,3,2,3,0,2,1,1,3,1,2,3,2,3,1,3,3,2,1
30,0,0,1,1,0,3,3,1,1,2,2,3,3,2,0,1,3,1,0,0,3,2,0,2,1,0,3,1,3,1,2,0,3,2,1,0,2,1,2,3,0,1,3,1,1,3,0,1,0,3,2,0,0,3,0,2,0
18,3,3,0,1,2,3,3,2,2,1,2,0,1,1,2,1,3,0,2,2,0,1,3,3,3,1,3,3,2,3,3,2,0,3,3,3,3,1,1,0,3,2,1,2,2,3,2,3,3,3,3,2,1,2,1,0,0
47,1,2,3,1,3,0,3,1,2,2,3,2,0,0,1,1,3,1,1,2,2,3,0,3,1,0,0,1,2,1,3,2,2,0,0,2,2,3,2,0,1,2,1,3,0,0,1,2,1,0,2,0,3,2,1,0,2
68,2,0,1,0,1,1,0,3,1,2,0,0,3,2,2,1,2,1,0,0,0,0,1,1,3,3,3,1,2,1,2,2,3,0,3,2,2,1,0,3,2,0,3,0,2,1,2,1,1,1,2,2,0,0,2,0,2
72,1,1,0,3,1,0,0,0,0,0,0,0,3,0,3,3,1,3,1,0,0,1,0,3,0,0,0,0,0,0,1,3,3,3,2,3,2,3,0,0,3,0,1,3,3,2,3,0,0,1,2,1,3,0,1,0,3
87,1,3,2,1,0,0,3,3,3,3,3,1,3,0,3,3,2,1,2,2,1,1,3,2,1,2,2,0,2,0,0,1,3,1,1,1,3,0,3,0,0,3,2,1,2,1,1,3,1,1,0,3,1,2,0,1,0
5,1,2,0,0,1,2,0,2,3,1,0,0,3,1,0,2,0,1,1,2,1,3,3,3,2,0,1,3,1,3,2,2,3,0,3,3,0,1,3,2,3,2,0,0,1,0,3,3,0,3,3,1,2,3,1,3,1
