100,100,54,83,23,56,5,24,32,0,77,11,46,34,0,28
59,100,19,92,0,49,15,5,60,0,97,28,100,74,61,96
17,70,0,32,24,0,67,14,97,48,100,90,59,100,28,71
0,98,41,100,79,81,65,41,57,0,40,18,50,40,100,39
36,100,65,90,66,59,48,28,25,0,0,28,47,36,100,37
100,100,57,90,32,60,15,30,26,0,89,7,70,34,0,43
0,99,54,100,78,72,73,39,71,6,48,0,45,14,100,16
71,100,50,95,16,66,0,34,16,5,92,0,100,26,21,32
89,100,52,79,19,51,0,27,59,39,100,62,82,31,63,0
77,100,28,80,4,52,2,23,44,0,100,11,51,28,0,14
0,83,28,96,63,100,72,78,58,54,50,29,65,8,100,0
0,70,71,90,100,100,84,66,76,32,47,2,5,2,98,0
14,67,44,47,44,9,0,0,23,36,63,68,100,100,44,88
43,91,9,59,0,14,43,0,85,22,100,67,68,100,21,97
42,66,54,100,81,83,57,48,24,19,0,12,50,9,100,0
30,91,0,50,57,54,62,19,2,0,2,52,28,96,100,100
40,100,0,58,20,16,92,10,100,49,77,100,66,54,62,0
32,100,0,74,0,41,58,30,95,57,100,67,81,34,80,0
0,26,31,43,61,67,91,94,100,100,84,67,68,34,56,0
46,89,63,100,96,78,59,53,100,47,100,18,50,0,0,9
53,100,52,83,18,52,0,19,45,0,100,17,52,37,28,13
23,83,0,48,10,9,53,0,91,23,100,63,75,97,31,100
9,100,18,82,0,49,10,24,71,26,100,51,92,31,90,0
43,95,20,65,45,25,9,0,0,27,20,71,55,91,100,100
100,75,62,62,54,95,93,100,98,63,81,28,46,0,0,1
0,94,61,100,100,77,83,44,58,13,44,0,25,29,97,36
29,100,4,77,0,54,64,53,100,69,71,47,46,24,32,0
0,88,55,100,85,79,21,55,22,48,100,39,73,13,1,0
41,83,88,70,78,100,41,80,94,64,100,28,56,1,0,0
100,100,76,97,44,70,16,40,0,6,34,0,43,31,9,32
100,100,58,99,28,91,12,57,52,58,64,26,36,0,0,9
4,88,0,43,25,4,70,0,100,35,94,79,53,100,8,86
0,78,34,100,80,91,63,57,57,43,100,25,72,0,24,1
100,100,55,79,22,55,0,27,14,0,61,13,53,39,2,37
0,73,28,100,69,100,60,68,36,38,11,9,51,0,100,6
20,100,21,84,0,52,37,42,100,46,97,63,81,31,71,0
81,71,97,100,36,89,74,72,95,74,100,34,59,6,0,0
86,83,40,100,0,72,49,37,63,0,10,20,52,55,100,82
0,88,29,100,65,86,62,40,52,0,35,43,61,53,100,52
95,100,52,79,20,57,0,34,5,9,62,0,100,18,40,27
91,100,56,91,19,62,0,30,22,0,100,5,99,33,19,44
71,73,92,100,18,81,25,45,45,9,0,0,18,33,100,52
70,100,49,72,100,71,64,97,69,69,86,32,54,2,0,0
71,63,88,100,14,97,0,58,76,60,100,77,60,39,23,0
21,82,55,100,69,65,40,26,0,0,4,6,51,6,100,5
70,100,28,85,2,52,0,17,53,0,100,22,52,44,6,28
0,90,22,62,79,45,56,0,22,40,4,93,25,99,100,100
60,90,43,68,52,22,21,0,0,39,52,66,100,95,38,100
81,100,50,79,23,52,17,22,70,15,100,31,44,19,0,0
0,41,34,54,68,76,100,100,87,79,68,50,51,20,43,0
25,79,5,36,32,0,75,19,100,60,81,100,35,94,0,62
90,100,43,79,0,56,51,58,100,69,97,61,79,28,60,0
0,97,49,100,100,97,99,66,69,33,42,0,22,33,74,34
90,100,44,77,13,49,0,21,38,0,100,13,90,37,18,39
62,95,12,76,74,39,100,0,21,6,30,57,65,100,0,66
51,86,77,100,64,70,89,58,100,27,75,0,35,0,0,18
100,100,58,85,23,59,0,30,9,0,58,5,60,34,7,25
100,98,85,99,38,100,26,71,66,56,79,36,40,18,0,0
100,100,66,94,38,70,15,45,0,18,26,0,55,16,11,24
24,86,57,100,55,72,30,47,0,26,31,9,69,1,100,0
68,100,41,94,13,61,0,27,32,0,100,20,60,32,9,7
29,100,30,64,62,30,20,0,1,31,0,77,41,93,100,95
60,100,20,76,0,39,10,1,69,0,100,33,56,40,15,10
68,66,100,98,57,100,27,68,73,72,78,37,45,5,0,0
0,100,67,100,100,80,70,43,42,4,12,0,23,30,92,35
25,92,29,62,86,43,56,3,0,0,8,53,38,94,100,100
72,100,28,85,0,61,100,67,89,84,64,84,64,41,59,0
7,86,22,63,95,54,100,9,30,0,1,46,0,93,75,100
53,81,99,100,97,65,61,32,22,0,0,20,36,39,100,48
0,100,44,97,54,61,41,23,23,0,9,38,52,44,100,41
31,83,0,53,1,8,57,0,100,30,98,75,51,100,7,72
81,98,26,93,59,67,95,100,88,66,100,24,48,0,0,14
82,62,85,100,28,91,48,54,99,74,100,35,66,0,0,2
69,100,43,92,15,58,5,21,50,0,100,20,48,34,0,15
0,70,35,87,59,100,61,79,64,58,72,37,81,17,100,0
29,88,64,100,55,73,29,50,0,26,0,2,50,0,100,3
39,84,64,100,83,77,71,53,100,31,80,6,31,0,0,18
31,100,0,64,1,16,43,0,83,25,100,71,65,98,20,84
0,66,21,72,65,88,100,100,94,75,87,49,79,23,79,0
0,90,57,100,100,81,83,40,58,0,29,3,28,37,89,43
0,78,57,74,91,100,10,94,23,74,100,80,86,40,85,0
19,89,64,100,70,61,41,27,0,4,4,3,52,4,100,0
0,93,45,100,74,75,57,37,35,0,25,24,53,41,100,37
40,98,51,100,0,61,11,16,93,0,100,37,18,51,24,19
0,81,31,100,60,80,61,31,50,0,29,37,64,45,100,48
78,100,51,62,0,32,18,31,95,29,100,58,73,39,57,0
15,73,42,100,32,72,27,39,44,7,100,0,52,5,0,3
100,100,45,91,7,63,0,30,33,1,89,0,63,28,7,31
100,87,86,100,41,76,9,49,0,18,46,0,78,22,15,26
88,86,28,74,34,100,82,91,95,54,100,16,60,0,0,12
76,76,47,100,0,84,48,66,83,68,100,33,87,0,26,0
13,85,21,100,57,83,44,58,71,38,100,17,57,2,0,0
25,76,66,100,64,78,48,34,29,0,0,7,50,10,100,15
0,75,4,98,64,100,100,92,72,70,46,48,27,24,25,0
49,82,6,100,0,65,19,27,15,0,8,38,48,62,100,68
100,92,46,100,11,78,37,56,86,43,81,0,28,5,0,41
21,98,0,100,54,100,100,100,60,81,32,57,21,29,19,0
100,100,70,82,36,55,0,31,37,31,76,36,77,34,73,0
12,93,48,62,95,96,21,100,46,70,100,64,77,7,0,0
10,81,41,59,100,46,89,0,31,3,0,49,10,93,75,100
91,90,31,100,0,65,57,32,84,0,15,14,44,57,100,83
0,86,57,100,100,78,71,46,36,14,30,0,4,32,74,34
41,89,29,61,76,47,49,7,0,0,21,46,51,89,100,100
100,100,100,92,67,77,33,62,33,46,33,30,0,15,0,0
32,100,17,75,87,41,64,0,12,20,79,55,100,96,0,96
16,100,8,83,0,52,40,40,88,55,100,57,75,29,60,0
69,100,31,77,8,53,0,27,27,3,92,0,100,20,39,12
61,100,0,84,51,60,100,33,72,0,16,17,41,53,87,84
50,60,47,100,92,95,88,47,48,15,0,0,49,5,100,3
96,77,68,100,33,73,79,67,100,73,94,25,51,1,0,0
43,75,61,100,94,86,75,47,43,14,0,2,49,0,100,1
12,84,36,100,0,65,46,44,100,57,83,75,53,38,28,0
10,87,55,100,71,71,40,38,2,9,0,0,50,8,100,0
100,99,60,100,26,78,3,49,0,16,36,0,60,24,30,47
1,83,45,100,100,93,67,66,66,50,96,23,62,0,0,5
3,94,0,100,76,100,100,92,64,70,39,46,26,21,33,0
0,98,75,100,84,65,54,31,26,0,100,21,96,39,6,41
18,97,35,100,0,76,0,53,64,54,100,53,75,27,66,0
6,79,42,95,100,100,35,88,0,56,62,41,64,0,2,0
46,100,16,86,0,42,100,52,68,79,54,98,56,49,61,0
0,100,73,100,100,88,71,50,60,10,46,0,20,35,97,38
75,100,44,70,23,34,47,4,100,6,89,29,36,26,0,0
11,87,20,53,95,53,100,12,29,0,0,42,0,86,71,100
29,97,31,70,61,42,50,0,0,20,17,60,41,98,100,100
44,100,13,80,0,59,49,49,100,59,69,39,38,20,18,0
52,86,27,100,0,73,56,73,100,85,87,48,58,14,5,0
0,82,25,100,36,68,21,33,13,7,42,2,71,0,100,1
22,100,0,68,0,28,40,0,89,25,100,64,65,96,1,88
72,100,23,84,64,44,64,0,0,11,41,49,100,80,58,99
0,75,34,100,65,66,57,10,29,0,13,41,57,51,100,62
46,99,7,100,37,80,56,97,90,64,100,24,57,0,0,6
67,100,47,59,0,31,5,34,69,40,100,63,72,41,57,0
